Text,Created At
"RT @NASASpaceflight : NASA releases footage (from two weeks ago!) of the four SLS RS-25 engines being put through Gimbal Checks. This is where the Thrust Vector Control (TVC) system steers the nozzles.

https://t.co/XXw9zPBA2E https://t.co/DoztDOUl92",Mon Sep 14 20:09:36 +0000 2020
"RT @ESO : 1/5 Signs of life on Venus? An international team of astronomers today announced the discovery of a rare molecule —  # phosphine — in the clouds of  # Venus. #VenusNews
https://t.co/azNSsVfhr8
Credit: @ESO /M. Kornmesser/L. Calçada &amp; @NASA /JPL/Caltech https://t.co/vSUwTIv2vb",Mon Sep 14 20:09:36 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:09:33 +0000 2020
"@imthelparrilla мой любимый перс, кстати...",Mon Sep 14 20:09:32 +0000 2020
"René's consensus: The people who care are powerless. 
https://t.co/zMhmeusjZ5",Mon Sep 14 20:09:30 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:09:29 +0000 2020
"RT @EnigmaticGaga : “Venus” is trending worldwide after scientists from NASA detected new sound waves from the planet, later proved to be Lady Gaga’s fan favorite track “Venus”, rising speculations that extraterrestrial life exists. 🚨 https://t.co/FfcnmNeP2f",Mon Sep 14 20:09:29 +0000 2020
RT @berryb4seball : NASA fire map shows the absolute failure of mainstream media for not expressing how devasting fires in southern Africa and South America are. https://t.co/Sz0D4cxJCA,Mon Sep 14 20:09:28 +0000 2020
"@faccio_matheus @DANStrangeTaste Já falei, enquanto não for a NASA mandando um ""IH FUDEU, VAI BATER"", eu nem me empolgo mais",Mon Sep 14 20:09:28 +0000 2020
RT @Frank_lozanodr : La Nasa descubre indicios de vida en los lunes.,Mon Sep 14 20:09:27 +0000 2020
RT @terenamgi : nasa sent bts sonngs to space and suddenly we see signs of life on other planets...coincidence? i think not https://t.co/7n3wo3cgcW,Mon Sep 14 20:09:27 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:09:25 +0000 2020
"🌙 The Russian Zond 5 launched on September 14th 1968! Zond 5 was the second spaceship to circle the Moon, but the first spaceship to make it safely back to Earth. Zond 5 also carried two tortoises -- the first terrestrial organisms -- to the vicinity of the Moon. https://t.co/yse4Nkiq0L",Mon Sep 14 20:09:25 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:09:24 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:09:22 +0000 2020
"RT @Mediavenir : 📸 Éblouissant : des photos de l'#espace prises par #Chandra ont été dévoilées par la #NASA.

➡ Plus d'images : https://t.co/lU67H8SE6P

#Supernova #VoieLactee https://t.co/eJgsBULi49",Mon Sep 14 20:09:22 +0000 2020
@WPeckny @ImagesHome @Bad_Mayo @jeneps @richob72 @JoeBiden Not one of them referenced NASA.,Mon Sep 14 20:09:21 +0000 2020
"red handed nasa red handed 25  
download better copy: https://t.co/ZxmvlAEdlP
#UFO
#UFOs
#aliens
#OVNI
🛸 👽 🚀
via multistagecorre 😋
archive on
https://t.co/j3cxdxJERE
we rule the data https://t.co/Yg3RF9eW4Y",Mon Sep 14 20:09:21 +0000 2020
"@realDSteinberg @CDCgov @JoeBiden @NASA It's par for the course they're fiscally invested in the ideology.

https://t.co/ztIajSvgPn",Mon Sep 14 20:09:19 +0000 2020
"RT @universal_sci : Watching Thunderstorms March Across Lake Victoria From Space

(Credit: NASA’s Earth Observatory) https://t.co/0PtCdUK5pa",Mon Sep 14 20:09:18 +0000 2020
RT @torybruno : Humbled to be a part of it https://t.co/xkf7yKoFcL,Mon Sep 14 20:09:18 +0000 2020
"RT @IgnazioMagnani : 🇯🇲 Jamaica
The International Space Station will be visible today to the naked eye (if clouds allow) everywhere at 7:08 pm

     Tip:    ⏰ 
     set your alarm
 
👩‍🚀 63 https://t.co/fI01cZcyfB
🌎 Tracking  https://t.co/BiEFNWGpJb
📸 NASA https://t.co/TulyjGXn6r https://t.co/aigttlaPEf",Mon Sep 14 20:09:18 +0000 2020
@darkyonce92_ @PopBase You gonna ended up like gl0ssy wife and nasa thanks😂😂😂,Mon Sep 14 20:09:17 +0000 2020
RT @berryb4seball : NASA fire map shows the absolute failure of mainstream media for not expressing how devasting fires in southern Africa and South America are. https://t.co/Sz0D4cxJCA,Mon Sep 14 20:09:17 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:09:16 +0000 2020
"RT @NASAEarth : Carved out by ancient glaciers, the Moraleda Channel in #Chile is rich with glacial fjords, complex shorelines, active volcanoes, and marine life. https://t.co/9LDN6W68Mm https://t.co/GN2bvTkMW8",Mon Sep 14 20:09:15 +0000 2020
"RT @NASA : ""When you look at the team that put this robot together, and the team that put this launch vehicle together, that's what they've done. They've persevered."" Watch Administrator @JimBridenstine take you behind the scenes of our #CountdownToMars. Full video: https://t.co/nHl1gK7ZP3 https://t.co/I85NEsCu8M",Mon Sep 14 20:09:13 +0000 2020
"RT @jpkupfer123 : Volto a um tema da série ""o brasileiro precisa ser estudado pela Nasa"": queremos mais escolas e hospitais públicos, mas sem médicos e professores. Versão ""douta"" da coisa está 👇👇, sob o nome difuso de produtividade.Mas, num futuro distópico, sugiro robôs.https://t.co/xfrHoHvmPF",Mon Sep 14 20:09:11 +0000 2020
"@beegust_yoshees Damn, you gotta upgrade your wifi package. The wifi speed is at fault, not Xcloud.

BUT CAN MY PC FROM THE LIBRARY PLAY IT BETTER THAN NASA COMPUTERS?!?! YOU DID SAY PC 😭 https://t.co/RiINArWbTZ",Mon Sep 14 20:09:11 +0000 2020
"RT @ChasingMoonBk : September 14, 1962: ABC's Jules Bergman breaks a story that NASA's new group of astronauts includes a veteran X-15 pilot named Neil Armstrong. https://t.co/VOxIcIv1ha",Mon Sep 14 20:09:10 +0000 2020
U čem žive sestre i evlad u Siriji 😭😭😭😭😭😭😭😭Fala @hodzic_zlatko da pokažeš vijest jer ne bi ni znali  😭😭😭Vite vi ovo @KasupovicFatma @Okice111 @porukazatebe @NaHaqqu_Islam @Allahservant90 O Allahu dragi uzvišeni pomozi im da dođu makar naša kući! Amin Ja Rabbi https://t.co/8hkRHqlLtT,Mon Sep 14 20:09:10 +0000 2020
@Michael1979 Greetings from the Moon Michael and thank you as I got the place NASA had kept for you until you resigned! Would you like me to pass on a message from you to the Moon folk and their discussion boards?,Mon Sep 14 20:09:08 +0000 2020
"astronauta engenheira

@NASA se vc quiser eu quero https://t.co/sqnnL9zrmv",Mon Sep 14 20:09:08 +0000 2020
"@WadeCrowfoot Urbanization causes temperatures to rise. The average temperature of California has only risen 2-3 degrees since 1880 due to urbanization. 

https://t.co/NVZejh7IuB",Mon Sep 14 20:09:08 +0000 2020
RT @Astro_Christina : One month to launch! Cant wait to watch Kate Rubins go to space again. https://t.co/caR4MBoqQB,Mon Sep 14 20:09:07 +0000 2020
RT @DacaMM99 : Nikada se necemo odreci naseg KiM jer je to nasa sveta zemlja koja predstavlja kolevku hriscanstva. https://t.co/xeyvYO7L5v,Mon Sep 14 20:09:07 +0000 2020
يا رب رُبع النِت الي عند NASA .,Mon Sep 14 20:09:07 +0000 2020
"RT @Dr_ThomasZ : An intriguing paper about chemistry on Venus was published today. @NASA was not involved in the research &amp; cannot comment directly on the findings; however, we trust in the scientific peer review process &amp; look forward to the robust discussion that will follow its publication. https://t.co/uA0QztrAnV",Mon Sep 14 20:09:07 +0000 2020
RT @berryb4seball : NASA fire map shows the absolute failure of mainstream media for not expressing how devasting fires in southern Africa and South America are. https://t.co/Sz0D4cxJCA,Mon Sep 14 20:09:07 +0000 2020
"RT @FernandoCMart : @NASA_es @Space_Station @NASAEarth @NASA_Astronauts Ven que si nos están rociando con Covid-19 ¿Que hace la nasa sobre Mexico ? : Habitantes de Ecatepec, Cuautitlán, Azcapotzalco y demás aldeas.....",Mon Sep 14 20:09:07 +0000 2020
¿Hay vida en Venus? Las imágenes de la NASA https://t.co/WtBQA4bA9x,Mon Sep 14 20:09:07 +0000 2020
"RT @NASA_Johnson : Eyes to the skies, Houston! 👀

Tonight, if we're clear of clouds, you can catch a glimpse of the @space_station as it soars overhead! Look south-southwest at 8:42 pm CT. Visit https://t.co/exzpT37TpV to find out when you can see the orbiting laboratory over your area. 🛰️ https://t.co/qcStdBJOJG",Mon Sep 14 20:09:06 +0000 2020
RT @berryb4seball : NASA fire map shows the absolute failure of mainstream media for not expressing how devasting fires in southern Africa and South America are. https://t.co/Sz0D4cxJCA,Mon Sep 14 20:09:06 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:09:04 +0000 2020
"@magnolia_sugar_ @Bad_Mayo @ImagesHome @jeneps @richob72 @JoeBiden We get it, you are heels up for NASA.",Mon Sep 14 20:09:04 +0000 2020
Ya se graduaron de Yale y trabajan en la NASA. https://t.co/2olm1dG5bN,Mon Sep 14 20:09:03 +0000 2020
"RT @SETIInstitute : This image of #Venus revisits the original Mariner 10 data with modern image processing software. A contrast-enhanced version of this view, also provided here, makes features in the planet's thick cloud cover visible in greater detail. https://t.co/EQjCOMdqwM @kevinmgill @NASAJPL https://t.co/8etQqXjWAM",Mon Sep 14 20:08:59 +0000 2020
"My last stint at @harvardmed was in 2012/3 Common Era. Zi worked in the neurogenesis lab at MGH CRM. Zi created an algorithm for classifying dendrites. For this work, Zi was published in @NeuroCellPress in 2016 Common Era.

@NASA @CIA @UoLondon @nypl @Lifealivecafe @UCLA @unlv",Mon Sep 14 20:08:57 +0000 2020
"@art_in_space @JAXA_jp @NASA_Johnson @esaspaceflight No ""Even if confirmed, we emphasize that the detection of PH3 is not robust evidence for life, only for anomalous and unexplained chemistry. There are substantial conceptual problems for the idea of life in Venus’s clouds .... "" https://t.co/mPi4s0U9RQ",Mon Sep 14 20:08:56 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:08:55 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:08:53 +0000 2020
"RT @bilginzolsun : Berlin Teknik Üniversitesi'nde eğitim gören, 4 yaşında okuma yazmayı öğrenen Mert Açıkel'i NASA, 2030 Mars Projesi'ne davet etti..

Geleceğin bilim insanları arasında gösterilen bu yakışıklıyı tebrik ediyoruz. 👏👏👏 https://t.co/hjn6SDa7ou",Mon Sep 14 20:08:52 +0000 2020
"RT @IgnazioMagnani : 🇯🇲 Jamaica
The International Space Station will be visible today to the naked eye (if clouds allow) everywhere at 7:08 pm

     Tip:    ⏰ 
     set your alarm
 
👩‍🚀 63 https://t.co/fI01cZcyfB
🌎 Tracking  https://t.co/BiEFNWGpJb
📸 NASA https://t.co/TulyjGXn6r https://t.co/aigttlaPEf",Mon Sep 14 20:08:51 +0000 2020
"RT @WorldAndScience : Magnificent sunrise casts long shadows over a cloudy Philippine Sea as the International Space Station orbited off the coast of the Philippines northeast of Manila.

(Credit: NASA Johnson) https://t.co/koReIwEZZ4",Mon Sep 14 20:08:50 +0000 2020
RT @sahilkapur : NASA: “Multiple studies published in peer-reviewed scientific journals show that 97 percent or more of actively publishing climate scientists agree: Climate-warming trends over the past century are extremely likely due to human activities.” https://t.co/0wuiXLJLHY,Mon Sep 14 20:08:49 +0000 2020
"RT @Astronomiaum : Vênus, a Nasa e o planeta Marte nesse momento!📷@physicsJ https://t.co/eoaXIjtz3v",Mon Sep 14 20:08:49 +0000 2020
"RT @NASA : ""When you look at the team that put this robot together, and the team that put this launch vehicle together, that's what they've done. They've persevered."" Watch Administrator @JimBridenstine take you behind the scenes of our #CountdownToMars. Full video: https://t.co/nHl1gK7ZP3 https://t.co/I85NEsCu8M",Mon Sep 14 20:08:48 +0000 2020
"RT @NASA_Marshall : Humanity is returning to the Moon–to stay.

Learn more about the #Artemis program &gt;&gt; https://t.co/Rk6l7W82VQ https://t.co/97V5DsMQ1J",Mon Sep 14 20:08:48 +0000 2020
RT @Astro_Christina : One month to launch! Cant wait to watch Kate Rubins go to space again. https://t.co/caR4MBoqQB,Mon Sep 14 20:08:47 +0000 2020
@SpaceTheComic The bloodhounds from the NASA stinktank are on the scent!,Mon Sep 14 20:08:46 +0000 2020
@raven_nasa нихуя себе!! круто!! спасибо),Mon Sep 14 20:08:45 +0000 2020
@MgnCara why po wala ‘yung ibang epistolary sa wp na nasa story guide po?,Mon Sep 14 20:08:45 +0000 2020
"RT @mirikramer : ""It's time to prioritize Venus.""  👀

To me, this is the biggest implication of the new study. This could be the excuse NASA needs to send its first dedicated mission to Venus in 30 years. https://t.co/EtTVGhDnrB",Mon Sep 14 20:08:45 +0000 2020
@TobiasWhales @BellaNabaasa 😀✌,Mon Sep 14 20:08:44 +0000 2020
"RT @NASAMars : This weekend, why not spend a little time on Mars? The latest detailed surface images from the Mars Reconnaissance Orbiter’s HiRISE camera are now online: https://t.co/olG0rA4PuD Learn more: https://t.co/aGmEFDWXxR https://t.co/IU0y5a3oQz",Mon Sep 14 20:08:42 +0000 2020
RT @JulienTellouck : 2020 n’a pas fini de nous surprendre https://t.co/bDzQKamUW3,Mon Sep 14 20:08:42 +0000 2020
"Eu sabia que isso iria acontecer, a NASA não confirmou a veracidade daqueles vídeos de OVINIs à toa. E querem apostar quanto, de quem vai exigir submissão ás medidas ditatoriais globais em consequência disso, vai ser a mesma turma dos pandeminions e terroristas da Antifa e BLM? https://t.co/TpFwq5JjWG",Mon Sep 14 20:08:40 +0000 2020
"RT @IgnazioMagnani : 🇯🇲 Jamaica
The International Space Station will be visible today to the naked eye (if clouds allow) everywhere at 7:08 pm

     Tip:    ⏰ 
     set your alarm
 
👩‍🚀 63 https://t.co/fI01cZcyfB
🌎 Tracking  https://t.co/BiEFNWGpJb
📸 NASA https://t.co/TulyjGXn6r https://t.co/aigttlaPEf",Mon Sep 14 20:08:40 +0000 2020
"RT @NASA : ""When you look at the team that put this robot together, and the team that put this launch vehicle together, that's what they've done. They've persevered."" Watch Administrator @JimBridenstine take you behind the scenes of our #CountdownToMars. Full video: https://t.co/nHl1gK7ZP3 https://t.co/I85NEsCu8M",Mon Sep 14 20:08:39 +0000 2020
"RT @Atomedesavoir : Magnifiques photos de l'univers, récemment dévoilées par la NASA. 

🛰️ Images du télescope Chandra. https://t.co/tyoKN0HEDL",Mon Sep 14 20:08:37 +0000 2020
"RT @WorldSpaceClub : #Space #News: 🚀🌖Latest #Artemis Update: 

Exciting news as #BlueOrigin &amp; the #HLS_National_Team announce they have successfully completed the System Requirements Review. https://t.co/8mYNcUJkp8

#SpaceHour @NASA  #STEM #Moon #Lander
@LockheedMartin @northropgrumman @DraperLab https://t.co/zjHZd22xZI",Mon Sep 14 20:08:37 +0000 2020
"RT @IsphaniSarah : The speed of darkness. Watch the Moon's shadow moving at 2400 mph (3860 km/h) over the Earth during a total solar eclipse; as seen from NASA AFRC's G-III aircraft. 
https://t.co/4D3NtMR8jT",Mon Sep 14 20:08:34 +0000 2020
"@Boblafrite1 je peux pas rêver et faire le poète lorsque je consate l'évidence.. je vois des gens qui survivent avec 2€ par jour... qui se tapent des km pour ramener de l'eau.. après des heures de marches, après l'école... bref oui à côté de ça, les joujoux de la NASA me laissent indifférent",Mon Sep 14 20:08:34 +0000 2020
RT @Tim__OZman : #NASA #space #covid19  #flatEarth https://t.co/H60VegaQAq,Mon Sep 14 20:08:33 +0000 2020
This Shuttle Hugger is loving every second of this. https://t.co/OBtLOjZHJH,Mon Sep 14 20:08:33 +0000 2020
RT @berryb4seball : NASA fire map shows the absolute failure of mainstream media for not expressing how devasting fires in southern Africa and South America are. https://t.co/Sz0D4cxJCA,Mon Sep 14 20:08:33 +0000 2020
"RT @dezrodriguez_ : Sadyang mahhina lng talaga mga utak nitong mga ""some"" na nagreact. NAPAKAHIRAP NYONG I-PLEASE! Ilang passalamat ba ang kailangan nyo? Bkt nga ba nillingon nyo pa sya eh lumayas na kayo, nasa ibang fandom na nga kayo dba? Sabi nyo masaya na kayo sa pinili nyo pero mukhang di nman.",Mon Sep 14 20:08:33 +0000 2020
"RT @NASA : This @NASAHubble image of red and blue stars shows a globular cluster with stars packed 100 to 1,000 times more closely than in our part of space. The data used to create this image is helping astronomers understand how stars evolve and ultimately die out: https://t.co/JF3DbtYhE5 https://t.co/hXBwgPv70a",Mon Sep 14 20:08:33 +0000 2020
RT @ABSCBNNews : Kalahating taon na tayong nasa ilalim ng community quarantine. https://t.co/Rg1iGqMGmx,Mon Sep 14 20:08:32 +0000 2020
"RT @NASASpaceflight : NASA releases footage (from two weeks ago!) of the four SLS RS-25 engines being put through Gimbal Checks. This is where the Thrust Vector Control (TVC) system steers the nozzles.

https://t.co/XXw9zPBA2E https://t.co/DoztDOUl92",Mon Sep 14 20:08:32 +0000 2020
RT @Fred_Delicious : 2020 moving towards series finale https://t.co/kh9wTZ2O9Z,Mon Sep 14 20:08:30 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:08:28 +0000 2020
Wow... https://t.co/gblnO5knPQ,Mon Sep 14 20:08:28 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:08:28 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:08:28 +0000 2020
En bild av jorden tagen från Apollo 17. Enligt NASA är jordens diameter från pol till pol 40 008 km. Kontinenten Afrika är från norr till söder 8 000 km. Afrika framstår dock visuellt som hälften av jordens longitud? Vad är det som felar? https://t.co/VEVvFktnki,Mon Sep 14 20:08:27 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:08:27 +0000 2020
"RT @realDSteinberg : It’s called the “Center for Disease Control”. 

Critical Race Theory at @CDCgov is one hell of an example of bureaucratic mission creep. It’s up there with @JoeBiden’s @NASA claiming it would fight “Islamophobia.” https://t.co/rYuP1iTvFx",Mon Sep 14 20:08:27 +0000 2020
"RT @NASA : ""When you look at the team that put this robot together, and the team that put this launch vehicle together, that's what they've done. They've persevered."" Watch Administrator @JimBridenstine take you behind the scenes of our #CountdownToMars. Full video: https://t.co/nHl1gK7ZP3 https://t.co/I85NEsCu8M",Mon Sep 14 20:08:26 +0000 2020
"RT @NASA : ""When you look at the team that put this robot together, and the team that put this launch vehicle together, that's what they've done. They've persevered."" Watch Administrator @JimBridenstine take you behind the scenes of our #CountdownToMars. Full video: https://t.co/nHl1gK7ZP3 https://t.co/I85NEsCu8M",Mon Sep 14 20:08:24 +0000 2020
"RT @Atomedesavoir : Magnifiques photos de l'univers, récemment dévoilées par la NASA. 

🛰️ Images du télescope Chandra. https://t.co/tyoKN0HEDL",Mon Sep 14 20:08:22 +0000 2020
RT @sahilkapur : NASA: “Multiple studies published in peer-reviewed scientific journals show that 97 percent or more of actively publishing climate scientists agree: Climate-warming trends over the past century are extremely likely due to human activities.” https://t.co/0wuiXLJLHY,Mon Sep 14 20:08:22 +0000 2020
"RT @NASA_Marshall : Humanity is returning to the Moon–to stay.

Learn more about the #Artemis program &gt;&gt; https://t.co/Rk6l7W82VQ https://t.co/97V5DsMQ1J",Mon Sep 14 20:08:22 +0000 2020
"RT @Astronomiaum : Vênus, a Nasa e o planeta Marte nesse momento!📷@physicsJ https://t.co/eoaXIjtz3v",Mon Sep 14 20:08:22 +0000 2020
"RT @EnigmaticGaga : “Venus” is trending worldwide after scientists from NASA detected new sound waves from the planet, later proved to be Lady Gaga’s fan favorite track “Venus”, rising speculations that extraterrestrial life exists. 🚨 https://t.co/FfcnmNeP2f",Mon Sep 14 20:08:19 +0000 2020
RT @berryb4seball : NASA fire map shows the absolute failure of mainstream media for not expressing how devasting fires in southern Africa and South America are. https://t.co/Sz0D4cxJCA,Mon Sep 14 20:08:19 +0000 2020
"@Who_Is_ThisDave @status_culture Pardon -- when I say ""climate change"" I mean ""man-made climate change."" https://t.co/MnixEYGSDo",Mon Sep 14 20:08:18 +0000 2020
"RT @mirikramer : ""It's time to prioritize Venus.""  👀

To me, this is the biggest implication of the new study. This could be the excuse NASA needs to send its first dedicated mission to Venus in 30 years. https://t.co/EtTVGhDnrB",Mon Sep 14 20:08:17 +0000 2020
RT @AstroAventura : Nuevo vídeo NASA nos muestra las vistas del Apolo 13 en la  cara oculta de la Luna (4k),Mon Sep 14 20:08:16 +0000 2020
RT @phylloquinone25 : Gi-give up naqo ang Energen Kath kc nasa SanMig ka.gnun kita kamahal bai pero mas Mahal mo pala ako kc nag Energen ka na rin.😭😭I love you more!!!,Mon Sep 14 20:08:14 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:08:13 +0000 2020
Satürn de yaşamaya karar verdim beni bi zahmet oraya fırlatır mısınız? 🪐 @NASA,Mon Sep 14 20:08:13 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:08:12 +0000 2020
"Recorded a video for a lecture. Nag-eecho yung mic, pero ok lang parang nasa lecture hall lang ako",Mon Sep 14 20:08:12 +0000 2020
RT @FayeEsq : Absolutely breathtaking ✨ https://t.co/bbnrqYtgyL,Mon Sep 14 20:08:11 +0000 2020
@SobakaBella а чего страшного? я не кусаюсь... https://t.co/lczQN3SxFE,Mon Sep 14 20:08:10 +0000 2020
@Iromg @MalagonManas I can see Venus every evening on a clear night. It's amazing it's so bright!! Lets get NASA to send a space rocket there!!!,Mon Sep 14 20:08:09 +0000 2020
RT @terenamgi : nasa sent bts sonngs to space and suddenly we see signs of life on other planets...coincidence? i think not https://t.co/7n3wo3cgcW,Mon Sep 14 20:08:08 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:08:08 +0000 2020
"RT @tepoyyyyy : Ang Dios hindi nagpapabaya. 
Ang relief nasa Dios.
- Bro. Eli 
#ADDBiblicalAnswers",Mon Sep 14 20:08:07 +0000 2020
"RT @quarkmarc : TIL that the only NASA probe to survive landing on the surface of Venus wasnt even designed to do so. 
https://t.co/3Z47rfvOKa https://t.co/KfNnxWfKMU",Mon Sep 14 20:08:07 +0000 2020
@raven_nasa 🐯,Mon Sep 14 20:08:07 +0000 2020
"RT @HistoriaNoPaint : - Nasa: Podemos ir a Vênus? Pode existir VIDA lá

- EUA: Não 

- Nasa: Mas também pode ter petróleo 

- EUA: https://t.co/L1OjsfeBXL",Mon Sep 14 20:08:06 +0000 2020
RT @ABSCBNNews : Kalahating taon na tayong nasa ilalim ng community quarantine. https://t.co/Rg1iGqMGmx,Mon Sep 14 20:08:05 +0000 2020
"pronto a nasa descobriu que tem vida em Venus, Júpiter e Saturno",Mon Sep 14 20:08:05 +0000 2020
"RT @NASA : ""When you look at the team that put this robot together, and the team that put this launch vehicle together, that's what they've done. They've persevered."" Watch Administrator @JimBridenstine take you behind the scenes of our #CountdownToMars. Full video: https://t.co/nHl1gK7ZP3 https://t.co/I85NEsCu8M",Mon Sep 14 20:08:05 +0000 2020
"4 am thoughts, nakapunta na ako sa smtown coex.. pero ndi pa ako nctzen nun so i took it for granted 🤦🏻‍♀️ legit nasa harap ko na lahat ng merch #skl",Mon Sep 14 20:08:01 +0000 2020
RT @XUXICULT_ : taeyong nung nasa outside pa yung tiger https://t.co/mC9CyLHGQd,Mon Sep 14 20:08:00 +0000 2020
"RT @HUBBLE_space : The twisting patterns created by the multiple spiral arms of NGC 2835, featured in our Picture of the Week, create the illusion of an eye. 

Credit: @ESA / @Hubble_Space / @NASA J. Lee, and the PHANGS-HST Team 
https://t.co/JCOAzn5O8m https://t.co/QwskhGF6yu",Mon Sep 14 20:07:58 +0000 2020
interview with NASA was smooth ✅,Mon Sep 14 20:07:57 +0000 2020
"@AymelIg Oo, nasa tamang process ako. Walang ibabypass. Hahaha! I miss you, Hershee Mae! 💕",Mon Sep 14 20:07:57 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:07:56 +0000 2020
"RT @mirikramer : ""It's time to prioritize Venus.""  👀

To me, this is the biggest implication of the new study. This could be the excuse NASA needs to send its first dedicated mission to Venus in 30 years. https://t.co/EtTVGhDnrB",Mon Sep 14 20:07:53 +0000 2020
"RT @SpaceLuisZea : More relevant than ever: NASA’s High Altitude Venus Operational Concept (HAVOC), a mission concept of humans could explore the clouds of #Venus https://t.co/JfEP9wzYLw https://t.co/j1YgFFOYi4",Mon Sep 14 20:07:51 +0000 2020
RT @Fred_Delicious : 2020 moving towards series finale https://t.co/kh9wTZ2O9Z,Mon Sep 14 20:07:51 +0000 2020
"RT @JimBridenstine : Life on Venus? The discovery of phosphine, a byproduct of anaerobic biology, is the most significant development yet in building the case for life off Earth. About 10 years ago NASA discovered microbial life at 120,000ft in Earth’s upper atmosphere. It’s time to prioritize Venus. https://t.co/hm8TOEQ9es",Mon Sep 14 20:07:48 +0000 2020
